"","fname","trial_type4","feedback_prev","group","Avg_block_V_m499_m450","Avg_block_V_m449_m400","Avg_block_V_m399_m350","Avg_block_V_m349_m300","Avg_block_V_m299_m250","Avg_block_V_m249_m200","Avg_block_V_m199_m150","Avg_block_V_m149_m100","Avg_block_V_m99_m50","Avg_block_V_m49_0","Avg_block_V_1_50","Avg_block_V_51_100","Avg_block_V_101_150","Avg_block_V_151_200","Avg_block_V_201_250","Avg_block_V_251_300","Avg_block_V_301_350","Avg_block_V_351_400","Avg_block_V_401_450","Avg_block_V_451_500","Avg_block_V_501_550","Avg_block_V_551_600","Avg_block_V_601_650","Avg_block_V_651_700","Avg_block_V_701_750","Avg_block_V_751_800","Avg_block_V_801_850","Avg_block_V_851_900","Avg_block_V_901_950","Avg_block_V_951_1000","Avg_block_V_1001_1050","Avg_block_V_1051_1100","Avg_block_V_1101_1150","Avg_block_V_1151_1200","Avg_block_V_1201_1250","Avg_block_V_1251_1300","Avg_block_V_1301_1350","Avg_block_V_1351_1400","Avg_block_V_1401_1450","Avg_block_V_1451_1500","Avg_block_V_1501_1550","Avg_block_V_1551_1600","Avg_block_V_1601_1650","Avg_block_V_1651_1700","Avg_block_V_1701_1750","Avg_block_V_1751_1800","Avg_block_V_1801_1850","Avg_block_V_1851_1900","Avg_block_V_1901_1950","Avg_block_V_1951_2000","Avg_block_V_2001_2050","Avg_block_V_2051_2100","Avg_block_V_2101_2150","Avg_block_V_2151_2200"
"1","P001","norisk","negative","normals",0.0016006630704658,-0.0492690235996913,-0.101518743370975,-0.146153723261606,-0.18968369985872,-0.22030130493866,-0.243569541697208,-0.273088334038323,-0.254557187658525,-0.239999905117993,-0.21824262299413,-0.201344939072833,-0.177461256053646,-0.148377027688501,-0.121285245677588,-0.0891356599458696,-0.0260017799938716,0.0494978089675416,0.111690443003061,0.19490672001973,0.262309019137753,0.367190201516812,0.487040198620958,0.576619339643511,0.645084729780606,0.716178232603444,0.783044114999413,0.843563277179932,0.888057130575388,0.939945934562407,0.98910758890344,1.0158586409146,1.03604517261986,1.05083611054491,1.0568989773496,1.07122778755951,1.07130139623651,0.955852401640207,0.605744818839679,0.128260747770072,-0.309457816307546,-0.658618011808686,-0.913797016479879,-1.10238758852168,-1.24854720186633,-1.32455120843603,-1.36760780078158,-1.39254843900072,-1.37559928347718,-1.30317977096418,-1.1390475724725,-0.934558005757224,-0.750378096954117,-0.577294740196707
"2","P001","norisk","positive","normals",0.21763131549273,0.13350245717879,0.0379086301290843,-0.043425283948852,-0.112384723870908,-0.172380385492748,-0.230058744187253,-0.268738776600975,-0.295749261669617,-0.302155881159832,-0.294526549887782,-0.272596093103361,-0.253608282814603,-0.227808930787981,-0.196032290698267,-0.144181231457201,-0.0891058520998293,-0.0256856632964388,0.0431523223171002,0.110076180134625,0.182635244800346,0.277179808647252,0.378603413134159,0.4767054923315,0.558290927275839,0.632783825616273,0.712244211265089,0.782803951510731,0.839105180448205,0.887798539584226,0.924544780274701,0.94718115484392,0.969227024294242,0.985028754867266,0.997307353615487,1.01342832182031,1.02019087844559,0.917849629290472,0.581075335193081,0.125537503695765,-0.302789781877931,-0.664614433170641,-0.951833754637483,-1.1671986752548,-1.32069834473824,-1.42400852348863,-1.4786644554988,-1.47869752383219,-1.44964999913386,-1.3989251235539,-1.32720860779561,-1.22184103221089,-1.06157013435981,-0.875739873802125
"3","P001","postrisk","negative","normals",-0.29410444259661,-0.321889126311646,-0.364758405103316,-0.369682929269227,-0.431835607952674,-0.445494682876018,-0.416608460860713,-0.376149607055515,-0.33478360406186,-0.298057021203459,-0.223385683719299,-0.13876162371035,-0.145552283349659,-0.143219614007911,-0.0957587181621847,-0.0247026706038288,0.0606309022002682,0.166620535991817,0.247404381618368,0.377180485720126,0.494460888803149,0.688364047050932,0.792919470657701,0.819032408011151,0.896178966852388,0.942326941996625,0.97546380592356,1.02115820647357,1.11551468134725,1.20109772764114,1.23413091737511,1.24137515160865,1.27808877519293,1.30967052622536,1.32837075878171,1.34072094701885,1.32498838823617,1.21922775213617,0.896399274512442,0.494807448361898,0.146125484256731,-0.185157588151087,-0.481852357930432,-0.755345888207735,-0.90785929648083,-0.939448784356827,-0.94965744425953,-0.902401302030299,-0.887827426177155,-0.756869712006562,-0.577794150364916,-0.421537830592199,-0.230327049188687,-0.0414052263178838
"4","P001","postrisk","positive","normals",0.529781409634468,0.460676080385199,0.453328171958695,0.457079881816673,0.463844622907741,0.45165642559711,0.41292282741439,0.446496962332615,0.467283071149929,0.477116005201103,0.489643213051759,0.499344552798441,0.572469258588446,0.584307555497814,0.70164986361608,0.714651331336409,0.684561445755114,0.854614589695743,0.883152460237035,0.913789733185889,0.999429909163426,1.10270443887882,1.123039680038,1.18282247605127,1.26852358252133,1.35237799242916,1.44684604784195,1.52210845900768,1.58749590329335,1.67074081119403,1.69823492182695,1.66238956960876,1.72622695392791,1.75449113078542,1.75701818923898,1.67175912479811,1.60854378563676,1.54484247369587,1.28714082816632,0.928978889652181,0.606526230977959,0.203538163279906,-0.040575683333963,-0.160222181654426,-0.277829870930094,-0.240767690207229,-0.191817874810065,-0.147562656605855,-0.103307438401638,-0.0590522201974012,-0.0147970019931819,0.0542466355306473,0.136576684814223,0.283470966057119
"5","P001","prerisk","negative","normals",-0.335813866354465,-0.226800452450135,-0.178158595509938,-0.174070173487257,-0.146715229376412,-0.124686546929235,-0.152635305128985,-0.187348804419804,-0.218047951691565,-0.230236511417029,-0.245600286284722,-0.227150352851396,-0.167764479192743,-0.128496410410951,-0.0434195196935996,0.0490818877809735,0.119677785808403,0.206771849925165,0.239436962734476,0.330780102687443,0.506030164483819,0.608878339230888,0.671452194323263,0.743842699562159,0.820043231392576,0.910259218184658,1.00885337569585,1.09481224093924,1.16564763328364,1.25318105033271,1.32652406221949,1.38672637014775,1.42249396672122,1.43456553056476,1.4405332762974,1.46368501951424,1.45645374455482,1.36883659065759,0.996386055558002,0.515804167917009,0.0829059294035591,-0.266599380142407,-0.553453078951285,-0.755786391944171,-0.895332732213791,-0.889913655144367,-0.938158870926461,-0.958612165097052,-0.953349127457513,-0.929526042993128,-0.897341444161414,-0.827941541267577,-0.668745646851674,-0.39990355845254
"6","P001","prerisk","positive","normals",-0.0770301214358273,-0.186574865579111,-0.315610358000109,-0.404297150445933,-0.471393792206475,-0.495167580581118,-0.504757443430525,-0.488104776185271,-0.450931098369701,-0.405664353865682,-0.362432215398627,-0.301776332876134,-0.253541914598445,-0.19999419393122,-0.120234877516364,-0.061754990586366,0.00466358197192536,0.0216757887137149,0.12810062511671,0.250917454173387,0.334647896672273,0.432229488358057,0.525070112740398,0.620907693451312,0.731187436930299,0.818451509570713,0.892471204059648,0.955909651228934,1.03214740520158,1.10096141650957,1.09264156252401,1.1343769048301,1.12203967586708,1.13680676872776,1.15402316439727,1.15493679322278,1.16464328953928,1.05560395708671,0.727932500918188,0.286802128258015,-0.114575130836986,-0.446197050775496,-0.684985551583051,-0.849161031639989,-0.990703139444915,-1.07154400726792,-1.14063973413699,-1.1381965104342,-1.07759472710174,-0.934304460156223,-0.765357412562479,-0.582537324644934,-0.392146982875112,-0.187829947793115
"7","P001","risk","negative","normals",0.360196348489429,0.352559402867358,0.337197191900948,0.324847281002362,0.308518872948679,0.296389269710147,0.309643228647934,0.366313125874456,0.347185237272126,0.325556208764479,0.382285431228365,0.4214289187103,0.451980407450131,0.471270286978969,0.531323563254846,0.598695362653703,0.615324566648247,0.63757448104798,0.696930406602523,0.728125829492523,0.778475059533096,0.846102465709314,0.933850012671287,0.956093730143993,1.03824934061815,1.10446690015925,1.17684444612403,1.2584036378034,1.31053879759146,1.38509350160853,1.40759080148227,1.46476711890333,1.50027552999437,1.52879241269723,1.5459180934479,1.5959992082878,1.60691091709753,1.47711730714047,1.0795884799802,0.555278644383042,0.14635176350861,-0.172093686096468,-0.42709816642524,-0.662663735572773,-0.892570552589311,-1.10038088726435,-1.19991895498187,-1.21337956540938,-1.13509059426763,-0.999056696779934,-0.864460585098542,-0.718128653332369,-0.537904522803782,-0.292530598717797
"8","P001","risk","positive","normals",0.0263927692168615,0.108270211662328,0.201655489527083,0.321892383370175,0.419269117664141,0.589716508558614,0.709785727172645,0.762970588164489,0.834376188570201,0.87325401093266,0.935406689616108,0.945566760526829,0.986543985296859,0.988876654638608,1.00416859810117,1.01922727462957,0.981956402258089,1.04885150206071,1.07429498911943,1.0693360190907,1.12531155597807,1.20529855208342,1.26835636032819,1.27859418688364,1.35761984047239,1.44486167385375,1.49055607440376,1.59822172379952,1.69238380956139,1.7566877277489,1.83055559023757,1.89644053986781,1.92513237277131,1.95299481213107,1.96618735318606,2.00532436103093,2.02916942541324,1.90198710919152,1.48262499864182,0.942534290382556,0.49105909856146,0.125742259826372,-0.0408638678478139,-0.192661581697122,-0.362939220442719,-0.462445447139329,-0.531721571829978,-0.556050517577184,-0.466062712731614,-0.360452720438783,-0.254272520084637,-0.17090064218312,-0.0794537339855167,0.0566464722353278
"9","P004","norisk","negative","normals",-0.329471775591185,-0.344791628566528,-0.371584685085799,-0.375025310772584,-0.377564071187849,-0.405637062394741,-0.426356173336299,-0.399259720647706,-0.361971621387754,-0.310540778894794,-0.295621856555835,-0.2687484511994,-0.23724379057027,-0.22612379270241,-0.273565096092943,-0.314920788969764,-0.351572189786965,-0.395661906473298,-0.439454634293787,-0.450538762507846,-0.300602516640077,-0.116090778823024,0.0268767180665897,0.139122161345884,0.254092273119189,0.364633130636769,0.493554182976721,0.591941675916677,0.680362840026625,0.764919287887186,0.845048653072526,0.899273337487384,0.91148666401179,0.926267990591802,0.938726537280669,0.95927734939675,0.945724848307537,0.632182259024928,0.0260156346137893,-0.569153039331429,-1.03742389887363,-1.32851180019239,-1.5058165583009,-1.63435831777137,-1.6751049919939,-1.63349664552911,-1.62566219185378,-1.60946606059471,-1.53742148266671,-1.4523472366389,-1.37646606691909,-1.18644942124339,-0.963060732212205,-0.639848031587622
"10","P004","norisk","positive","normals",-0.153570454390182,-0.152539819851602,-0.160058141030732,-0.139522587058217,-0.122302170868039,-0.0946141974318475,-0.0694568450186037,-0.0306318542181777,0.0106711961899425,0.0640822316025634,0.104641354171436,0.129231548339862,0.116870633111474,0.103874883048257,0.0436142238738727,-0.0458167197021229,-0.128075123145608,-0.219615153287476,-0.267072275978801,-0.190524199230206,-0.0249735842353126,0.131128075328226,0.250201859990135,0.34271531617736,0.460240117761672,0.585177382374002,0.697374792615818,0.806363755132151,0.895244040356998,0.96092006637215,1.02675326990851,1.06531906668383,1.09308545345846,1.10880413053203,1.11081917345714,1.10607390514833,1.06070281859839,0.7325528336589,0.10506278878889,-0.507995800778229,-0.952303886229816,-1.24686495560766,-1.4313289150073,-1.56079568767685,-1.61445809457377,-1.5894383435322,-1.58196957531146,-1.56189037190296,-1.51491585285919,-1.46671185440554,-1.31300014468277,-1.09373454479557,-0.867200087547838,-0.602723651268832
